site_id,location_name,city_name,latitude,longitude,district_code,district_name,state_code,state_name,ncap_city_flag
site_5657,"Urja Nagar, Korba - CECB",Korba,22.348441,82.549611,IN-404,Korba,IN-CT,Chhattisgarh,1
site_5658,"Girls College, Sivasagar - PCBA",Sivasagar,26.987634000000003,94.636574,IN-311,Sivasagar,IN-AS,Assam,1
site_5659,"Hathkhoj, Bhilai - CECB",Bhilai,21.224231,81.40835,IN-409,Durg,IN-CT,Chhattisgarh,1
site_5660,"32Bungalows, Bhilai - CECB",Bhilai,21.194815,81.31477,IN-409,Durg,IN-CT,Chhattisgarh,1
site_5661,"Maharaj Bada, Gwalior - MPPCB",Gwalior,26.200388,78.147714000000008,IN-421,Gwalior,IN-MP,Madhya Pradesh,1
site_5662,"Civil Lines, Sagar - MPPCB",Sagar,23.838586,78.759431,IN-427,Sagar,IN-MP,Madhya Pradesh,1
site_5664,"Science Center, Surat - SMC",Surat,21.170046,72.795405,IN-492,Surat,IN-GJ,Gujarat,1
site_5665,"Gangineni Cheruvu, Chittoor - APPCB",Chitoor,13.20488,79.097889,IN-554,Chittoor,IN-AP,Andhra Pradesh,1
site_5666,"Vaikuntapuram, Tirupathi - APPCB",Tirumala,13.615387,79.409230000000008,IN-554,Chittoor,IN-AP,Andhra Pradesh,0
site_5667,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,26.259241999999997,78.216432,IN-421,Gwalior,IN-MP,Madhya Pradesh,1
site_5668,"Bata Chowk, Nalbari - PCBA",Nalbari,26.446912,91.439056999999991,IN-323,Nalbari,IN-AS,Assam,1
site_5669,"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,26.071317999999998,91.87488,IN-297,Ri Bhoi,IN-ML,Meghalaya,1
site_5670,"Meher Colony, Baripada - OSPCB",Baripada,21.941841,86.728318,IN-376,Mayurbhanj,IN-OR,Odisha,0
site_5671,"Jagamohanpur, Keonjhar - OSPCB",Keonjhar,21.6439,85.599355,IN-375,Kendujhar,IN-OR,Odisha,0
site_5672,"Divisional Forest Office, Rairangpur - OSPCB",Rairangpur,22.265816,86.174829,IN-376,Mayurbhanj,IN-OR,Odisha,0
site_5673,"Tata Township, Bileipada - OSPCB",Bileipada,22.06156703,85.47409613,IN-375,Kendujhar,IN-OR,Odisha,0
site_5674,"Dabuna, Nayagarh - OSPCB",Nayagarh,21.847279,85.416905,IN-375,Kendujhar,IN-OR,Odisha,0
site_5675,"Raghunathpali, Rourkela - OSPCB",Rourkela,22.220833,84.809444,IN-374,Sundargarh,IN-OR,Odisha,1
site_5676,"OMC Colony, Suakati - OSPCB",Suakati,21.606865,85.510538,IN-375,Kendujhar,IN-OR,Odisha,0
site_5677,"Barsua Iron Ore Mines, Tensa - OSPCB",Tensa,21.869985,85.167016,IN-374,Sundargarh,IN-OR,Odisha,0
site_5678,"RVCE-Mailasandra, Bengaluru - KSPCB",Bengaluru,12.921418,77.502466,IN-572,Bangalore,IN-KA,Karnataka,1
site_5679,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",Kalaburagi,17.336318,76.847397,IN-579,Gulbarga,IN-KA,Karnataka,1
site_5680,"Lingaraj Nagar, Hubballi - KSPCB",Hubballi,15.3714823,75.1160168,IN-562,Dharwad,IN-KA,Karnataka,1
site_5681,"Kasturi Nagar, Bengaluru - KSPCB",Bengaluru,13.003872,77.664217,IN-572,Bangalore,IN-KA,Karnataka,1
site_5682,"Thimmalapura, Tumakuru - KSPCB",Tumakuru,13.377516,77.099071999999992,IN-571,Tumkur,IN-KA,Karnataka,0
site_5683,"LGBI Airport, Guwahati - PCBA",Guwahati,26.10887,91.589543999999989,IN-322,Kamrup Metropolitan,IN-AS,Assam,1
site_5684,"Tarapur, Silchar - PCBA",Silchar,24.82827,92.79525,IN-316,Cachar,IN-AS,Assam,1
site_5685,"Kanuru, Vijayawada - APPCB",Vijayawada,16.486692,80.699435999999992,IN-547,Krishna,IN-AP,Andhra Pradesh,1
site_5686,"Shivapura_Peenya, Bengaluru - KSPCB",Bengaluru,13.0246342,77.5080115,IN-572,Bangalore,IN-KA,Karnataka,1
site_5687,"Fertilizer Township, Rourkela - OSPCB",Rourkela,22.18972222,84.86277778,IN-374,Sundargarh,IN-OR,Odisha,1
site_5688,"Sector-2, Rourkela - OSPCB",Rourkela,22.245,84.88111111,IN-374,Sundargarh,IN-OR,Odisha,1
site_5689,"Nawapara SECL Colony, Chhal - CECB",Chhal,22.118125,83.140608,IN-403,Raigarh,IN-CT,Chhattisgarh,0
site_5690,"OP Jindal School, Kunjemura - CECB",Kunjemura,22.12665,83.483212,IN-403,Raigarh,IN-CT,Chhattisgarh,0
site_5691,"Govt. Higher Secondary School, Milupara - CECB",Milupara,22.191017199999997,83.5197009,IN-403,Raigarh,IN-CT,Chhattisgarh,0
site_5692,"OP Jindal Industrial Park, Tumidih - CECB",Tumidih,22.06631475,83.33820077,IN-403,Raigarh,IN-CT,Chhattisgarh,0
site_5693,"Yerramukkapalli, Kadapa - APPCB",Kadapa,14.465051999999998,78.824187,IN-551,Y.s.r.,IN-AP,Andhra Pradesh,1
site_5694,"Samrat Ashok Udhyan, Jodhpur - RSPCB",Jodhpur,26.253384000000004,72.976570999999993,IN-113,Jodhpur,IN-RJ,Rajasthan,1
site_5695,"Krishna Nagar, Bharatpur - RSPCB",Bharatpur,27.215415000000004,77.50873,IN-105,Bharatpur,IN-RJ,Rajasthan,0
site_5696,"MM Ground, Bikaner - RSPCB",Bikaner,28.018791999999998,73.292657999999989,IN-101,Bikaner,IN-RJ,Rajasthan,0
site_5699,"Subash Chowk, Churu - RSPCB",Churu,28.296139,74.961695999999989,IN-102,Churu,IN-RJ,Rajasthan,0
site_5700,"Raja Ganj, Dholpur - RSPCB",Dholpur,26.699557000000002,77.898881,IN-106,Dhaulpur,IN-RJ,Rajasthan,0
site_5701,"Nayapura, Kota - RSPCB",Kota,25.196023999999998,75.855668000000009,IN-127,Kota,IN-RJ,Rajasthan,1
site_5702,"Shastri Nagar, Tonk - RSPCB",Tonk,26.159933,75.780517,IN-120,Tonk,IN-RJ,Rajasthan,0
site_5703,"Shivaji Nagar, Rishikesh - UKPCB",Rishikesh,30.075910999999998,78.2859547,IN-60,Dehradun,IN-UT,Uttarakhand,1
site_5704,"Govt. Girls Inter College, Kashipur - UKPCB",Kashipur,29.2124114,78.961175300000008,IN-67,Udham Singh Nagar,IN-UT,Uttarakhand,1
site_5705,"Vedhaynath Colony, Sirohi - RSPCB",Sirohi,24.885261,72.857549,IN-117,Sirohi,IN-RJ,Rajasthan,0
site_5706,"Christianpatty, Nagaon - PCBA",Nagaon,26.349082,92.68449,IN-305,Nagaon,IN-AS,Assam,1
site_5707,"Dhanmandi, Kota - RSPCB",Kota,25.164089999999998,75.858137,IN-127,Kota,IN-RJ,Rajasthan,1
site_5708,"Idgah Hills, Bhopal - MPPCB",Bhopal,23.264758999999998,77.381568,IN-444,Bhopal,IN-MP,Madhya Pradesh,1
site_5709,"Vijay Nagar Scheme-78, Indore - Glenmark",Indore,22.76726,75.8871,IN-439,Indore,IN-MP,Madhya Pradesh,1
site_5710,"Sardar Patel Nagar, Dhanbad - JSPCB",Dhanbad,23.80569,86.44268000000001,IN-354,Dhanbad,IN-JH,Jharkhand,1
site_5711,"Rati Talai, Banswara - RSPCB",Banswara,23.55519,74.44001,IN-125,Banswara,IN-RJ,Rajasthan,0
site_5712,"Shastri Nagar, Chittorgarh - RSPCB",Chittorgarh,24.892047,74.623527,IN-126,Chittaurgarh,IN-RJ,Rajasthan,0
site_5713,"Khatikan Mohalla, Dausa - RSPCB",Dausa,26.895552000000002,76.334753,IN-109,Dausa,IN-RJ,Rajasthan,0
site_5714,"Railway Colony, Barmer - RSPCB",Barmer,25.747298999999998,71.393989,IN-115,Barmer,IN-RJ,Rajasthan,0
site_5715,"Housing Board, Hanumangarh - RSPCB",Hanumangarh,29.61075,74.283608,IN-100,Hanumangarh,IN-RJ,Rajasthan,0
site_5716,"Sahu Nagar, Sawai Madhopur - RSPCB",Sawai Madhopur,26.031443,76.359327000000008,IN-108,Sawai Madhopur,IN-RJ,Rajasthan,0
site_5717,"Indra Nagar, Jhunjhunu - RSPCB",Jhunjhunu,28.108988,75.386577,IN-103,Jhunjhunun,IN-RJ,Rajasthan,0
site_5718,"Dhoinda, Rajsamand - RSPCB",Rajsamand,25.036360000000002,73.883502000000007,IN-123,Rajsamand,IN-RJ,Rajasthan,0
site_5719,"Old City, Sri Ganganagar - RSPCB",Sri Ganganagar,29.931624,73.864511,IN-99,Ganganagar,IN-RJ,Rajasthan,0
site_5720,"Jhalamand, Jodhpur - RSPCB",Jodhpur,26.215415000000004,73.070156000000011,IN-113,Jodhpur,IN-RJ,Rajasthan,1
site_5721,"Pragati Nagar, Pratapgarh - RSPCB",Pratapgarh,24.041198,74.780702,IN-131,Pratapgarh,IN-RJ,Rajasthan,0
site_5722,"Radhakishan Pura, Sikar - RSPCB",Sikar,27.608912,75.153302,IN-111,Sikar,IN-RJ,Rajasthan,0
site_5723,"Satyawati Vihar, Karauli - RSPCB",Karauli,26.506177,77.025989,IN-107,Karauli,IN-RJ,Rajasthan,0
site_5724,"Rajlaxmi Nagar, Jhalawar - RSPCB",Jhalawar,24.588397,76.172782,IN-129,Jhalawar,IN-RJ,Rajasthan,0
site_5725,"Mansarovar Sector-12, Jaipur - RSPCB",Jaipur,26.843698,75.766894,IN-110,Jaipur,IN-RJ,Rajasthan,1
site_5726,"Digari Kalan, Jodhpur - RSPCB",Jodhpur,26.295809999999996,73.08228299999999,IN-113,Jodhpur,IN-RJ,Rajasthan,1
site_5727,"Sector-2 Murlipura, Jaipur - RSPCB",Jaipur,26.960669,75.771817,IN-110,Jaipur,IN-RJ,Rajasthan,1
site_5728,"RIICO Sitapura, Jaipur - RSPCB",Jaipur,26.786682,75.827928,IN-110,Jaipur,IN-RJ,Rajasthan,1
site_5729,"Jigani, Bengaluru - KSPCB",Bengaluru,12.7816279,77.6299145,IN-572,Bangalore,IN-KA,Karnataka,1
site_5763,"Gavalinagar, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,18.63673,73.82487,IN-521,Pune,IN-MH,Maharashtra,0
site_5764,"Park Street Wakad, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,18.59051,73.77946,IN-521,Pune,IN-MH,Maharashtra,0
site_5765,"Thergaon, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,18.616318,73.765797,IN-521,Pune,IN-MH,Maharashtra,0
site_5766,"Katraj Dairy, Pune - MPCB",Pune,18.45445,73.854155,IN-521,Pune,IN-MH,Maharashtra,1
site_5767,"Savitribai Phule Pune University, Pune - MPCB",Pune,18.547056,73.826908,IN-521,Pune,IN-MH,Maharashtra,1
site_5768,"Shivaji University, Kolhapur - MPCB",Kolhapur,16.6870449,74.2505872,IN-530,Kolhapur,IN-MH,Maharashtra,1
site_5769,"Sinchan Bhavan, Kolhapur - MPCB",Kolhapur,16.7143745,74.2426398,IN-530,Kolhapur,IN-MH,Maharashtra,1
site_5770,"Pratap Nagar, Bhilwara - RSPCB",Bhilwara,25.339605,74.618883,IN-122,Bhilwara,IN-RJ,Rajasthan,0
site_5771,"New Colony, Bundi - RSPCB",Bundi,25.435774,75.644272,IN-121,Bundi,IN-RJ,Rajasthan,0
site_5772,"Sadar Bazar, Jaisalmer - RSPCB",Jaisalmer,26.912329,70.909168,IN-114,Jaisalmer,IN-RJ,Rajasthan,0
site_5773,"Mandor, Jodhpur - RSPCB",Jodhpur,26.358805,73.047444,IN-113,Jodhpur,IN-RJ,Rajasthan,1
site_5774,"Vijay Nagar, Sangli - MPCB",Sangli,16.843813,74.615091,IN-531,Sangli,IN-MH,Maharashtra,1
site_5775,"Bamboliya, Baran - RSPCB",Baran,25.106006,76.469948,IN-128,Baran,IN-RJ,Rajasthan,0
site_5776,"Ratandeep Housing Society, Solapur - MPCB",Solapur,17.65439,75.90649,IN-526,Solapur,IN-MH,Maharashtra,1
site_5777,"Dnyaneshwar Nagar, Solapur - MPCB",Solapur,17.6336264,75.9132495,IN-526,Solapur,IN-MH,Maharashtra,1
site_5778,"Karni Colony, Nagaur - RSPCB",Nagaur,27.213494,73.734444,IN-112,Nagaur,IN-RJ,Rajasthan,0
site_5779,"Pandav Nagari, Nashik - MPCB",Nashik,19.9591346,73.7788008,IN-516,Nashik,IN-MH,Maharashtra,1
site_5780,"Sawe Wadi, Latur - MPCB",Latur,18.39963,76.57452,IN-524,Latur,IN-MH,Maharashtra,1
site_5781,"MIDC Ambad, Nashik - MPCB",Nashik,19.95022,73.73148,IN-516,Nashik,IN-MH,Maharashtra,1
site_5782,"Hirawadi, Nashik - MPCB",Nashik,20.021503,73.813844,IN-516,Nashik,IN-MH,Maharashtra,1
site_5783,"Kamble Tarf Birwadi, Mahad - MPCB",Mahad,18.1023399,73.4783687,IN-520,Raigarh,IN-MH,Maharashtra,0
site_5784,"Ramdaspeth, Akola - MPCB",Akola,20.719516,77.000253,IN-501,Akola,IN-MH,Maharashtra,1
site_5785,"Tarakpur, Ahmednagar - MPCB",Ahmednagar,19.10122,74.73339,IN-522,Ahmadnagar,IN-MH,Maharashtra,0
site_5786,"Shivneri Colony, Amravati - MPCB",Amravati,20.9402359,77.7895248,IN-503,Amravati,IN-MH,Maharashtra,1
site_5787,"Shri Shivaji Science College, Amaravati - MPCB",Amravati,20.939198,77.765701,IN-503,Amravati,IN-MH,Maharashtra,1
site_5788,"MIDC Chilkalthana, Aurangabad - MPCB",Aurangabad,19.87562,75.38731,IN-515,Aurangabad,IN-MH,Maharashtra,1
site_5789,"Rachnakar Colony, Aurangabad - MPCB",Aurangabad,19.863756,75.321188,IN-515,Aurangabad,IN-MH,Maharashtra,1
site_5790,"Prabhat Colony, Jalgaon - MPCB",Jalgaon,21.001264,75.565602,IN-499,Jalgaon,IN-MH,Maharashtra,1
site_5791,"Old MIDC, Jalna - MPCB",Jalna,19.854616,75.905894,IN-514,Jalna,IN-MH,Maharashtra,1
site_5792,"Ambazari, Nagpur - MPCB",Nagpur,21.121801,79.04952,IN-505,Nagpur,IN-MH,Maharashtra,1
site_5793,"Ram Nagar, Nagpur - MPCB",Nagpur,21.143383,79.048912,IN-505,Nagpur,IN-MH,Maharashtra,1
site_5794,"Masoom Colony, Parbhani - MPCB",Parbhani,19.265594,76.761463,IN-513,Parbhani,IN-MH,Maharashtra,0
site_5795,"Sneh Nagar, Nanded - MPCB",Nanded,19.173852,77.296291,IN-511,Nanded,IN-MH,Maharashtra,0
site_5796,"Mahal, Nagpur - MPCB",Nagpur,21.14472,79.107595,IN-505,Nagpur,IN-MH,Maharashtra,1
site_5797,"Kasarvadavali, Thane - MPCB",Thane,19.26777,72.97182,IN-517,Thane,IN-MH,Maharashtra,1
site_5798,"Katrap, Badlapur - MPCB",Badlapur,19.16485,73.23409,IN-517,Thane,IN-MH,Maharashtra,1
site_5799,"Sector-2E Kalamboli, Navi Mumbai - MPCB",Navi Mumbai,19.02579,73.10297,IN-520,Raigarh,IN-MH,Maharashtra,1
site_5800,"Upvan Fort, Thane - MPCB",Thane,19.222279,72.957979,IN-517,Thane,IN-MH,Maharashtra,1
site_5801,"Deopur, Dhule - MPCB",Dhule,20.918946,74.776388,IN-498,Dhule,IN-MH,Maharashtra,0
site_5802,"Mahesh Nagar, Malegaon - MPCB",Malegaon,20.555712,74.529236,IN-516,Nashik,IN-MH,Maharashtra,0
site_5803,"Tondare-Taloja, Navi Mumbai - MPCB",Navi Mumbai,19.063,73.1209,IN-520,Raigarh,IN-MH,Maharashtra,1
site_5804,"CBD Belapur, Belapur - MPCB",Navi Mumbai,19.0243902,73.0406721,IN-517,Thane,IN-MH,Maharashtra,1
site_5805,"Kopripada-Vashi, Navi Mumbai - MPCB",Navi Mumbai,19.090337,73.014232,IN-517,Thane,IN-MH,Maharashtra,1
site_5806,"Bhayandar West, Mira-Bhayandar - MPCB",Mumbai,19.296481,72.840923,IN-517,Thane,IN-MH,Maharashtra,1
site_5807,"Mindspace-Malad West, Mumbai - MPCB",Mumbai,19.1878657,72.8304069,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5808,"Bolinj, Virar - MPCB",Vasai Virar,19.445821,72.7988231,IN-517,Thane,IN-MH,Maharashtra,1
site_5809,"Khaira, Boisar - MPCB",Boisar,19.786089,72.757971,IN-517,Thane,IN-MH,Maharashtra,0
site_5810,"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,19.065931,72.862131,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5811,"Chembur, Mumbai - MPCB",Mumbai,19.0364585,72.8954371,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5812,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",Ulhasnagar,19.235581,73.159121,IN-517,Thane,IN-MH,Maharashtra,1
site_5813,"Gokul Nagar, Bhiwandi - MPCB",Bhiwandi,19.309073,73.057223,IN-517,Thane,IN-MH,Maharashtra,0
site_5814,"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,19.0632143,72.8456324,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5815,"Sanpada, Navi Mumbai - MPCB",Navi Mumbai,19.0575752,73.0151367,IN-517,Thane,IN-MH,Maharashtra,1
site_5816,"Suhagi, Jabalpur - JMC",Jabalpur,23.218135,79.95777,IN-451,Jabalpur,IN-MP,Madhya Pradesh,1
site_5817,"Gupteshwar, Jabalpur - JMC",Jabalpur,23.142888,79.916147,IN-451,Jabalpur,IN-MP,Madhya Pradesh,1
site_5827,"Kalakusuma, Dhanbad - DMC",Dhanbad,23.811548,86.481238,IN-354,Dhanbad,IN-JH,Jharkhand,1
site_5832,"Mohalbani Ghat, Pathardih - JSPCB",Pathardih,23.66988,86.411725,IN-354,Dhanbad,IN-JH,Jharkhand,0
site_5848,"HB Colony, Vijayawada - APPCB",Vijayawada,16.536107,80.594233,IN-547,Krishna,IN-AP,Andhra Pradesh,1
site_5849,"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,16.509717,80.612222,IN-548,Guntur,IN-AP,Andhra Pradesh,1
site_5850,"Bhoiwada, Dungarpur - RSPCB",Dungarpur,23.837789,73.714926,IN-124,Dungarpur,IN-RJ,Rajasthan,0
site_5851,"Mudtra Sili, Jalore - RSPCB",Jalore,25.344694,72.626208,IN-116,Jalor,IN-RJ,Rajasthan,0
site_5852,"New Moti Bagh, Delhi - MHUA",Delhi,28.57834,77.184,IN-97,South West Delhi,IN-DL,Delhi,1
site_5853,"KHB Colony, Karwar - KSPCB",Karwar,14.816666,74.141003,IN-563,Uttara Kannada,IN-KA,Karnataka,0
site_5854,"Residency Area, Indore - IMC",Indore,22.7084,75.8815,IN-439,Indore,IN-MP,Madhya Pradesh,1
site_5855,"Regional Park, Indore - MPPCB",Indore,22.678,75.8559,IN-439,Indore,IN-MP,Madhya Pradesh,1
site_5856,"Maguda Nagar, Indore - IMC",Indore,22.7524,75.8872,IN-439,Indore,IN-MP,Madhya Pradesh,1
site_5857,"Airport Area, Indore - IMC",Indore,22.7289,75.8076,IN-439,Indore,IN-MP,Madhya Pradesh,1
site_5937,"Kalidaspur, Balasore - OSPCB",Balasore,21.51161,86.89088,IN-377,Baleshwar,IN-OR,Odisha,1
site_5938,"Forest Office, Barbil - OSPCB",Barbil,22.1166054,85.3945546,IN-375,Kendujhar,IN-OR,Odisha,0
site_5939,"Hakimapada, Angul - OSPCB",Angul,20.832874,85.104082,IN-384,Anugul,IN-OR,Odisha,1
site_5940,"Lingraj Mandir, Bhubaneswar - OSPCB",Bhubaneswar,20.24079,85.836784,IN-386,Khordha,IN-OR,Odisha,1
site_5941,"CDA Area, Cuttack - OSPCB",Cuttack,20.48891,85.84768,IN-381,Cuttack,IN-OR,Odisha,1
site_5942,"Ferro Chrome Colony, Byasanagar - OSPCB",Byasanagar,20.94185,86.1151,IN-382,Jajapur,IN-OR,Odisha,0
site_5943,"Patia, Bhubaneswar - OSPCB",Bhubaneswar,20.34652,85.8163,IN-381,Cuttack,IN-OR,Odisha,1
site_5959,"SVSPA Campus, Barrackpore - WBPCB",Barrackpore,22.7605581,88.3617589,IN-337,North 24 Parganas,IN-WB,West Bengal,1
site_5960,"Byculla, Mumbai - BMC",Mumbai,18.9767,72.838,IN-519,Mumbai,IN-MH,Maharashtra,1
site_5961,"Shivaji Nagar, Mumbai - BMC",Mumbai,19.060498,72.923356,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5962,"Kandivali West, Mumbai - BMC",Mumbai,19.215859,72.831718,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5963,"Sewri, Mumbai - BMC",Mumbai,19.000084,72.85673,IN-519,Mumbai,IN-MH,Maharashtra,1
site_5964,"Ghatkopar, Mumbai - BMC",Mumbai,19.083694,72.920967,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5965,"Govindh Bhavan Colony, Jabalpur - MPPCB",Jabalpur,23.163174,79.973061,IN-451,Jabalpur,IN-MP,Madhya Pradesh,1
site_5978,"SIPCOT Nathampannai, Pudukottai - TNPCB",Pudukottai,10.423417,78.784889,IN-621,Pudukkottai,IN-TN,Tamil Nadu,0
site_5979,"Collectorate Office, Virudhunagar - TNPCB",Virudhunagar,9.559382,77.948828,IN-625,Virudunagar,IN-TN,Tamil Nadu,0
site_5981,"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,16.554731,80.64911,IN-547,Krishna,IN-AP,Andhra Pradesh,1
site_5982,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",Bhiwadi - NCR,28.207266,76.829265,IN-104,Alwar,IN-RJ,Rajasthan,0
site_5983,"PCBL Residential Complex, Durgapur - WBPCB",Durgapur,23.508764,87.35444,IN-335,Barddhaman,IN-WB,West Bengal,1
site_5985,"Evelyn Lodge, Asansol - WBPCB",Asansol,23.697936,86.944395,IN-335,Barddhaman,IN-WB,West Bengal,1
site_5986,"Mahabir Colliery, Asansol - WBPCB",Asansol,23.618183,87.105718,IN-335,Barddhaman,IN-WB,West Bengal,1
site_5988,"Bhumkar Nagar, Pune - IITM",Pune,18.60577,73.749976,IN-521,Pune,IN-MH,Maharashtra,1
site_5989,"Botanical Garden, Howrah - WBPCB",Howrah,22.554954,88.292568,IN-341,Haora,IN-WB,West Bengal,1
site_5995,"Trivenidevi Bhalotia College, Asansol - WBPCB",Asansol,23.616515,87.119133,IN-335,Barddhaman,IN-WB,West Bengal,1
site_5996,"Panchawati_Pashan, Pune - IITM",Pune,18.536457,73.805454,IN-521,Pune,IN-MH,Maharashtra,1
site_5997,"SIPCOT Industrial Park, Perundurai - TNPCB",Perundurai,11.258242,77.552761,IN-610,Erode,IN-TN,Tamil Nadu,0
site_5998,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",Pimpri-Chinchwad,18.614767,73.799516,IN-521,Pune,IN-MH,Maharashtra,0
site_5999,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",Byrnihat,26.079047,91.875185,IN-297,Ri Bhoi,IN-ML,Meghalaya,0
site_6008,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",Durgapur,23.567923,87.306843,IN-335,Barddhaman,IN-WB,West Bengal,1
site_6009,"Dasnagar, Howrah - WBPCB",Howrah,22.6025571,88.3105664,IN-341,Haora,IN-WB,West Bengal,1
site_6010,"Police Line, Sri Vijaya Puram - ANPCC",Sri Vijaya Puram,11.654054,92.734055,IN-640,South Andaman,IN-AN,Andaman and Nicobar Islands,0
site_6011,"Amity University, Panchgaon - IITM",Manesar - NCR,28.3153,76.9143,IN-86,Gurgaon,IN-HR,Haryana,0
site_6012,"Dhankawadi, Pune - IITM",Pune,18.459883,73.852193,IN-521,Pune,IN-MH,Maharashtra,1
site_6032,"Ponnusamy Nagar, Namakkal - TNPCB",Namakkal,11.273992,78.163545,IN-609,Namakkal,IN-TN,Tamil Nadu,0
site_6060,"IIT Delhi, Delhi - IITM",Delhi,28.54246,77.191651,IN-98,South Delhi,IN-DL,Delhi,1
site_6061,"Khunmoh, Srinagar - JKPCC",Srinagar,34.06313,74.96017,IN-10,Srinagar,IN-JK,Jammu and Kashmir,1
site_6062,"Khrew, Pampore - JKPCC",Pampore,34.031606,75.009712,IN-10,Srinagar,IN-JK,Jammu and Kashmir,0
site_6063,"Mahashweta Nagar, Ujjain - MPPCB",Ujjain,23.1633321,75.800225,IN-435,Ujjain,IN-MP,Madhya Pradesh,0
site_6064,"Vidhyanagar, Bhavnagar - Nexteng Enviro",Bhavnagar,21.755417,72.139056,IN-481,Bhavnagar,IN-GJ,Gujarat,0
site_6065,"Bapunagar, Vadodara - Nexteng Enviro",Vadodara,22.320153,73.216285,IN-486,Vadodara,IN-GJ,Gujarat,0
site_6066,"Katargam, Surat - Nexteng Enviro",Surat,21.217779,72.834787,IN-492,Surat,IN-GJ,Gujarat,0
site_6067,"Sadanand Nagar, Mehsana - Nexteng Enviro",Mehsana,23.59315,72.372792,IN-471,Mahesana,IN-GJ,Gujarat,0
site_6068,"Mavdi, Rajkot - Nexteng Enviro",Rajkot,22.248853,70.776774,IN-476,Rajkot,IN-GJ,Gujarat,0
site_6069,"Indira Nagar, Raebareli - NTPC Unchahar",Raebareli,26.207781,81.245571,IN-158,Rae Bareli,IN-UP,Uttar Pradesh,0
site_6071,"Bir, Beed - MPCB",Beed,18.988474,75.753873,IN-523,Bid,IN-MH,Maharashtra,0
site_6072,"Ashta Vinayak Nagar, Hingoli - MPCB",Hingoli,19.710842,77.151824,IN-512,Hingoli,IN-MH,Maharashtra,0
site_6073,"Chinchpada, Ambernath - MPCB",Ambernath,19.215784,73.199781,IN-517,Thane,IN-MH,Maharashtra,0
site_6075,"Koyana Nagar, Satara - MPCB",Satara,17.696651,74.003387,IN-527,Satara,IN-MH,Maharashtra,0
site_6076,"JNU, Delhi - DPCC",Delhi,28.540721,77.168544,IN-97,South West Delhi,IN-DL,Delhi,0
site_6077,"NSUT Jaffarpur, Delhi - DPCC",Delhi,28.594004,76.909423,IN-97,South West Delhi,IN-DL,Delhi,0
site_6078,"Cantonment Area, Delhi - DPCC",Delhi,28.594169,77.1251,IN-97,South West Delhi,IN-DL,Delhi,0
site_6079,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,28.615828,77.271992,IN-93,East Delhi,IN-DL,Delhi,0
site_6080,"IGNOU_Maidan Garhi, Delhi - DPCC",Delhi,28.493624,77.201159,IN-98,South Delhi,IN-DL,Delhi,0
site_6081,"Talkatora Garden, Delhi - DPCC",Delhi,28.62181,77.1944633,IN-94,New Delhi,IN-DL,Delhi,0
site_6082,"Kalu Nagar, Dombivli - MPCB",Kalyan,19.2268427,73.0788456,IN-517,Thane,IN-MH,Maharashtra,0
site_6083,"Vithalwadi, Ulhasnagar - MPCB",Ulhasnagar,19.2307571,73.155192,IN-517,Thane,IN-MH,Maharashtra,0
site_6084,"Rajendra Nagar North, Guntur - APPCB",Guntur,16.316553,80.413302,IN-548,Guntur,IN-AP,Andhra Pradesh,0
site_6085,"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,16.186555,81.13219,IN-547,Krishna,IN-AP,Andhra Pradesh,0
site_6086,"District Court, Eluru - APPCB",Eluru,16.711754,81.092095,IN-546,West Godavari,IN-AP,Andhra Pradesh,0
site_6087,"Ambedkar Nagar, Nellore - APPCB",Nellore,14.438164,79.966814,IN-550,Sri Potti Sriramulu Nellore,IN-AP,Andhra Pradesh,0
site_6088,"Govindpuram, Ghaziabad - UPPCB",Ghaziabad - NCR,28.694528,77.494705,IN-140,Ghaziabad,IN-UP,Uttar Pradesh,0
site_6089,"Prashant Garden, Khora - UPPCB",Noida - NCR,28.61119,77.34206,IN-93,East Delhi,IN-DL,Delhi,0
